id,met_0001,met_0002,met_0003,met_0004,met_0005,met_0006,met_0007,met_0008,met_0009,met_0010,met_0011,met_0012,met_0013,met_0014,met_0015,met_0016,met_0017,met_0018,met_0019,met_0020,met_0021,met_0022,met_0023,met_0024,met_0025,met_0026,met_0027,met_0028,met_0029,met_0030,met_0031,met_0032,met_0033,met_0034,met_0035,met_0036,met_0037,met_0038,met_0039,met_0040,met_0041,met_0042,met_0043,met_0044,met_0045,met_0046,met_0047,met_0048,met_0049,met_0050
sample_001,-0.9112759373542336,1.837453637565274,-0.14300489756279086,-0.9810707195555455,-1.1509202360954185,-0.11789056977202471,-1.0586524314674108,-0.08315476476975699,1.7791083409362565,-0.7501166731719668,-0.40103448798217844,0.010615238181040165,-0.33548027626315946,-0.8870630285011228,0.2544636586230144,0.42243262358441097,1.6049348850409264,-0.37752436550179613,1.2394505678161514,-1.3591103637320547,0.8097610953352936,0.2056075476025467,0.7409187555494519,-0.7126734775470657,-0.8793406115810352,1.3916937154206774,1.4886023615030066,2.854281191579761,-1.6474211851353633,-0.212041678317039,-0.5092177922440381,-0.43731253022822036,0.03625420822065261,-0.7671423709360684,0.7725022099442366,-0.2862947278616194,-0.39090247730589256,0.17112232557677412,0.8191381507880381,-0.9219718101310578,2.9442433078639176,2.5072398905620554,-0.25735322192223137,-0.6587941330946177,1.0044330108913657,-1.302409697518545,-0.1558133560993902,1.6615939150365249,-0.5529233733237066,0.2410937691402188
sample_002,2.1332972392321805,0.40357067927134377,-0.29619910572627595,-0.20687165852518344,-0.4688276769701617,-2.0912921743308686,0.27626828846870266,-0.462392994757582,0.709982857265344,0.9538206958667137,0.5532710570611963,0.7916003736550838,0.3640194626234888,1.5341603780714845,1.707540422301542,0.3605215299396548,-0.6817757933844285,-0.9736663944395375,0.4711387575344324,-0.47192261815512154,-0.5279619108907155,-1.9698452790283074,-1.1519971943319864,-1.5080941801506942,-0.35767214885549975,-1.3371240961776965,-1.710311452312314,1.1037598631173409,-0.06509424874201054,1.2971448893984951,1.0061605877103041,-0.05013445499645,-0.03850471250972685,-0.48436898226785347,-0.3860088690291673,-1.1859250296958,1.4778341066218186,-0.1693164574836104,0.3344182217358004,-1.673547456988785,-2.7664884443776594,-1.402482499531746,0.09499473302344696,-1.552112156703179,0.3915969135073416,-0.3344803311840636,-0.8981453775765896,-0.9899901284171158,1.5226627985853824,1.7144042118495315
sample_003,-0.7460401051050389,0.23715722522133922,-1.56738473408533,-0.23664435504257797,0.43072899154549604,0.8591465929584714,-0.20511088276380413,-0.9189246265245891,0.3876565677524095,1.5404001900294944,0.4406832785728651,-0.29869619966482813,-0.7398597295245924,1.743550497113027,1.226310375852889,0.854358104399456,-0.8208175363405908,1.4885245560912443,-0.673446211128902,1.5213950957602205,-1.2566588072440625,0.26853245437661527,1.3211944151219968,0.9993963317849137,-2.0777672709202695,-2.01726601092561,0.6479121017772751,-0.3415304257699177,0.6954474451033411,-0.35743147882125964,0.7545611237433661,-0.8510708062139678,1.011765706886235,-0.7120387564638978,0.8092885504690618,-0.4999270646747716,0.31068935791373603,-0.44585492447828284,0.07676620153222176,1.1973245441813165,-0.6095390944486766,0.19327323681545616,0.5393447624595261,1.1534414034592488,-1.0276416703282634,0.6829384601661891,0.7618445826196528,1.0518855022585953,0.9746020422943471,0.5718160368839638
sample_004,1.6137798454403638,-0.3160948852771067,0.68807183771766,0.21703821904629333,2.5156042605894586,1.452031893023094,-0.9759684709282522,0.5636582439205191,0.5980691342190735,1.306874278624452,-0.8354755273873078,0.7856988918859852,0.31970949452315894,-1.1082809377863523,-1.670207481599188,-1.4791219998819747,-1.706960544844511,-0.8645523267488993,-0.1681540580182611,0.17816128709632284,0.7646308263313002,-0.5183117259323586,0.5336832751080046,-0.758660769280051,-0.556527462517993,-0.6400947292148148,0.11420879794449104,0.537330391670427,-0.8110251356114888,0.5934830364930611,-0.6515225719948325,-1.2104640722991447,-0.5859033027324344,0.23147774988982206,0.16247477948972358,0.18446262701330285,0.23181509913512596,0.271293337600269,-0.5828967961177474,-0.5072856092441819,0.026820211347067427,0.4046859412951897,-0.9141101493865241,-1.3815582219655658,-0.9565844800105192,-0.46928409656937664,2.507983187075107,-0.12695024527310275,-1.246073429147122,-0.19963175262426222
sample_005,-1.0024056388777234,-0.12405324383922454,-1.3998781061865733,0.034102477690682496,-0.0013814688861308374,-0.9641357890394862,-0.8908190254872609,-0.708372764992228,-0.37466106040377745,-0.5892672972363227,0.32684288096306463,-0.2619549960434207,0.798502068029507,-0.38245646426462976,-1.504038124801938,1.3512396857899,-2.7842759873942504,-0.768650106743637,1.2616344583529335,-0.06595147841057172,-1.425031322081507,-0.11219059600037455,0.6612029008944551,-1.1285184146466976,1.2784951811180196,2.5140730518214376,-1.4879731252242239,-1.324533410153454,0.6958036902578355,-0.5732075565142909,-0.11375990167589571,-1.0915538032501553,0.6773439082594936,-1.7959115422014327,1.949425871689341,-0.9389820775960461,-0.9169357213093023,2.4446669691803162,-0.2844300656196715,0.5779528210066065,1.6816956694902045,2.463576481201462,2.4767008825679473,0.10535441597799755,-0.7609958875893997,-0.1258712579408517,0.4571093676079004,1.440708476397839,-0.23793314378850128,-1.9967295393227027
sample_006,-1.2052401392275025,0.1630756266090568,0.5654103865100881,0.27064214682831633,-0.08649419729352618,-0.5701881265673616,-0.4084612025738129,-1.2908345465314233,-0.7467511924159547,0.5932985012433344,0.17177654769776038,-0.4585755833360936,-1.1835921227493054,1.3134300410502386,1.734912032663537,-0.6403311764751771,0.6081911559495558,-0.07439559992124126,0.8383605671241645,-1.3501873742197408,0.5740549640426815,0.2599093140906183,1.203322895453082,0.24217108304191226,0.400339978808608,-0.27196122262787903,0.3084527627054846,0.164969110024657,-0.9306402504437105,1.6857139183391765,-1.9728608183144838,-0.5889177590424663,1.1835323058490028,0.7257835611957281,0.5658185186239324,-0.37061575672811015,0.04110408289097427,1.1565273372828677,-0.9805814828538655,0.13102225567447429,-0.5238066771053821,0.527137044958428,0.005294987075569726,1.828695418652801,-2.418576228059381,-0.14066806978310517,-1.8755631996318056,0.3357000999865175,0.19208150232712612,0.2415229325376717
sample_007,-1.4921002377943227,-0.6031086715760854,-1.3619842436407508,0.20853614992481045,0.3311707638690408,1.1173211946927728,0.06596399089095067,0.4587890566502718,0.8860944170003898,0.625271666145314,-0.24014050269476533,-0.15222999943458343,1.1962661128996084,-0.09077915819390979,-1.3955484811567898,0.11820422939824253,-0.3902938034540634,0.8548947679166086,0.6509347884829684,2.0714364211390404,-1.1608214172929843,1.6039977529913778,-1.9341955604185501,0.06932678828667704,0.629839799519876,0.08616441289632387,-0.6071942449533508,-1.1148044101352728,-1.4054917570573553,0.3994202466620762,0.20332265496942148,1.7030897264600775,-1.6554321476729095,0.3493248636542294,0.5019207904069896,0.1593825584256955,0.4812304249902545,1.8291029203940967,-0.6662860541867269,0.7328290331044693,1.264634443730303,-1.7704539291592898,1.0736781651860383,0.07406390908169894,1.191834215729815,-0.37208223653315015,2.5979881481744336,0.3118747073995897,0.2571703014130292,0.11948945204843951
sample_008,-0.01420885534694856,-1.715929216335836,-0.43898173407212976,-0.24474468970221833,-1.7259481220649855,-0.6416983341117767,-0.5805779871961433,1.4315288058867135,1.46000481880412,-1.385760458831284,-1.4447301851696965,1.5727954253521665,-1.2226695163861723,-0.43013967019528687,-2.4328699025628735,-1.372204789808033,-0.49959160609932013,-0.2841901290741007,0.5569193761019914,0.5726925808113629,-0.971720609542878,-0.0592689488290644,-0.5814380179676898,2.436217759933767,-1.0100142492853612,0.9138284412894908,0.6853510677339926,0.7582012823897587,-0.6042881819411718,-0.49745671244600687,-0.5909363129951078,0.4755296635306195,1.8066238763708793,0.4915114569781712,1.1523218211537365,0.2839287234211907,-1.005984101485076,0.3038222016937044,-0.009963775200600596,-0.017258022545687573,-0.9485782789858224,-0.0025449731166719237,-0.9123114195443495,1.3779768570453086,-0.46699554634749874,1.2672587134235394,-0.8614108495800803,0.01569303730970369,0.828719650987145,1.6005384460400511
sample_009,-0.2530864511554399,-0.0054138080535217495,0.12807717862491558,-0.03451906101598949,0.7513543703897632,0.6405897114203064,-1.6458734029711486,1.2686987931539764,0.1110415346245581,0.0714988019227858,0.32898941228482304,0.2553176432510024,1.123809047835078,0.847525740013493,0.5183481888104408,1.049370069576873,-1.2500073557254867,-0.8973374219181477,0.6113855548610324,-0.8401123645799475,0.5307446709283083,-0.06774267442432229,-1.0876447960165405,0.49048962227750187,0.8677929766437185,-1.0635381017942287,-0.6046457676165815,-1.1288281236086564,0.23398226979734113,0.5746663638544024,1.3903683265564992,0.055256118651289834,0.7160772838883729,0.8507516387990952,-2.0276768778794936,0.8859145834098131,-0.39985207466329087,1.1277041218129833,2.222426216506189,0.2013839399005784,0.37813367397569836,-0.43443256486052145,-0.21576751181230713,0.1184969386234594,-0.8628694815600302,1.0000748959401289,-0.21590166370448458,-0.43085244112001153,0.20462031916095183,-0.7628705596157641
sample_010,0.9717912668482207,-1.9872302182739057,-0.6627746271564751,0.7854246587814845,-0.6361433867420437,0.4286271108696164,0.2838960397565884,-0.15440836594548163,0.4386643302452556,0.6608191788608282,-0.7612858379830476,-1.505524051144598,-0.6487772792416829,0.6098453770488385,0.03058725885143328,-0.594710969904734,0.7745543593906948,-0.7282987005329521,-0.3793346393829021,1.050710293316256,0.23717830234464565,-2.7628941397431603,-0.9949800891521831,-0.4836249420986084,-0.9994913868859199,1.3686562917321885,0.4900337921171933,-0.5649439241475224,-0.08068284156449372,-0.38369128660226126,0.5455700522232357,-0.7974544158755322,-1.2244107591837796,-0.9513879855215146,-0.16967292854768568,-1.0556235021109885,0.2845543567037968,-0.6079955904045682,0.1470009961658778,-0.4759348955204277,0.5954925479556176,-0.9448992675983872,0.3403365491206923,1.6053080666974604,-0.707318419417532,1.465135876812378,-0.043268409151718736,-0.5118451123379432,1.3794510308059584,-1.0517013041494205
