id,prot_0001,prot_0002,prot_0003,prot_0004,prot_0005,prot_0006,prot_0007,prot_0008,prot_0009,prot_0010,prot_0011,prot_0012,prot_0013,prot_0014,prot_0015,prot_0016,prot_0017,prot_0018,prot_0019,prot_0020,prot_0021,prot_0022,prot_0023,prot_0024,prot_0025,prot_0026,prot_0027,prot_0028,prot_0029,prot_0030,prot_0031,prot_0032,prot_0033,prot_0034,prot_0035,prot_0036,prot_0037,prot_0038,prot_0039,prot_0040,prot_0041,prot_0042,prot_0043,prot_0044,prot_0045,prot_0046,prot_0047,prot_0048,prot_0049,prot_0050
sample_001,1.5405695550869638,2.0600952230331426,-0.04102637951832129,0.12305040964140546,-0.4765784927274902,0.1158740542034065,-0.20023622376011022,0.41122923073549256,-0.2931489330190483,1.0428429884144879,-1.1209257061170637,-1.6354237709581743,0.8097110255534948,0.5605968126278432,-0.5571957422409702,1.156986957678991,0.8060415211207033,0.08058012434056204,-1.183902664977107,-2.244867063021365,1.6187595642342942,-1.570766557306453,-0.8768957607502487,0.14824536734811575,-0.7500012606885104,0.7645496931737811,1.0928201675380302,-2.0395419628831917,1.5238727669899341,0.011074585376617046,0.6651547493313613,0.955111722825252,-1.2371715492552786,-0.14674764977132912,1.2592622958444877,-0.8956000261202905,-1.064615447210416,1.0316239009053354,-1.0070435638969077,1.0887107337714546,1.3931502812197378,0.032283688477208375,0.8489760655179955,-0.5887591723844524,-1.7612645510458644,-0.11318944011715586,-0.6627828007854284,0.5202036833250405,1.3566629492550957,0.6383971685051328
sample_002,0.0791110703111209,1.8018812426807793,0.7965402022562241,1.3462540577168451,0.10252772868598534,-0.07673986087271785,-0.4727742167727213,0.6925164545168043,0.21564261026221987,-0.15398661787009557,-1.1783783112602297,0.41310682842271657,1.092676069503585,0.9353584963838484,2.0305489085977833,1.0138807732435753,0.915319593577876,0.2717834331878973,0.7346173438509818,-1.1797432828367953,0.297969344160636,-0.5024168899938664,0.4754666115186466,-1.8253417474184253,-0.9469585722358597,-1.1491623236404491,-0.28765291316274527,0.04468541420358644,0.23447980787494094,-0.2542210494776627,-0.3591294667640194,-1.6334989390211256,0.14498999586060707,-0.29913620024607634,2.028790215289923,1.3944921068735892,0.32878045823448987,-1.1192908607622745,-1.0355464427579784,1.188769439196329,1.4705072877910632,1.5161120202366098,-1.711339531350799,-1.4459255098828432,0.4229171960630557,-0.9584155305069924,-1.0849151914346866,0.5661934498656415,0.39249282061143353,1.5928373050579478
sample_003,0.12326477677449738,0.8783835856240242,-0.20037947745787346,-1.791802415669126,0.281005515074639,-0.9950208270992342,0.2532449222348989,-0.49931668427067244,0.8000445238931451,-1.8247761074865103,0.003498469205866023,-0.5449308372291385,-0.36615180567386196,-0.9285192232931491,0.6187798749274137,0.4563775343111375,1.2803756865822622,0.12760996683962153,-1.8028617985420368,-1.1593261047142307,1.0002115396180726,0.22224396570019161,-1.5478573001801395,-0.6025619205469441,-0.7372556265896293,-2.0566452013924983,0.5431021444493904,0.19120877913005774,-0.814442509195731,1.387119935462668,0.4868754402532442,0.1977218801172831,2.192095830335695,2.1820038754832476,0.6847407080820948,-0.5909647121067225,0.9347645077757877,-0.12681981201339565,0.3091569583144805,2.311722320081537,-0.5006656726126961,1.2368317278987788,1.5259433475103317,-0.08140716482513612,-0.622272963079961,0.7208348265881828,-1.1570786892156708,0.897093315260304,0.06011344435283494,1.0617982336528768
sample_004,-0.47008342553167426,-0.23358159286620847,0.872098645845169,0.29085560816154793,-0.401752727014249,-0.25526698920316915,0.2548247402436896,0.2354001864952109,-0.4099105864756965,-2.0962864439902797,1.3827352231783931,-0.4948766790780401,1.3728342223612537,-0.09312639110403571,-0.1416102174017159,0.29831783145903135,-0.7135340189489154,-0.6925951167411432,-0.30132814278245,0.0804941084072245,0.9713926032344049,1.825703133105858,-0.2780031146779271,-0.9617809176853146,-0.6399182476740405,-0.3624427383526966,-0.7889210754062836,-0.8758702176953432,-0.743527380993416,-0.4480466060110512,-0.5305596896550409,-0.13088984754360986,1.2627346256880183,0.3314836899053001,-0.18357563748218844,1.2091185185286106,-0.4997879881887505,0.560410013137126,1.4834298342485448,0.6137403648719759,1.05283227953907,0.2218733750457389,1.1668875289505918,1.470908003247995,0.19909515617776694,-0.36723345630251353,0.25409306568603607,-1.3289984542808204,1.251027279596394,-1.5361481024973405
sample_005,0.31319020948456683,2.112044251004548,-0.9346278841215859,2.476377320190504,0.4118074567941442,-0.8497400686839142,-1.1457551162583703,0.6343475632573284,-0.3020873617900318,0.2524823470517042,0.529006532846049,2.7924135970327155,-0.6113344434022612,0.27149261538298297,-1.4331105215560604,-0.3515842561463256,-1.0636516788876753,1.5702789808465403,-0.532550533851375,-0.60337170834992,0.5026718620180122,0.7709282312503791,-0.4545848193008975,0.689320658721495,0.655676672313366,1.2265903782909773,-0.4655295494616711,1.8845374583472827,-0.2694873169343557,1.1268287120114215,0.23430072036552052,-0.8237032812226017,0.017399664567590036,0.672359884137573,0.14990247838030699,0.5052644004328601,-0.5016779970952652,-0.8226107311762262,-0.26432506952015633,1.3139519453716924,-0.027384438499337613,1.1992585396828401,-0.4090678479618406,-0.6267414258803763,0.6442941324966681,0.26460715864586637,0.46814141132354814,-0.38746298770717275,-0.7537765476311684,-1.2086240167304498
sample_006,0.8107627979628881,1.2306952614946027,0.6198730139797233,0.5862545407869449,-1.0646681890150032,1.746735407992837,-0.27737342387399466,-1.7690690872980246,0.04754734476368201,0.7504481400318374,0.5598705617995957,0.9619066514994828,-1.2205617295466313,0.651935264985391,1.8124255932638318,-0.6881313061343995,-0.42909015092764996,-0.6712431229899894,0.9142837133662965,-0.40595837775793314,-0.29256826516211587,1.8153908939476722,0.9547574051712758,-0.05058011932022869,-0.6575945771529986,-0.33827330378396775,-1.419142340928694,0.8056724002269822,0.7737112534908825,-1.7407274731415376,0.03826891705323956,-0.6496042500620196,-2.0091145166358384,0.4333099608054958,1.4920051844824331,1.148383967099377,-0.6134198221799962,0.12043687478437808,-0.5404865982877012,-0.9958558896781601,1.191090672480604,0.674804878813817,-0.3657229301644928,-0.8237301587855026,0.7137081270857568,0.18877716534925543,-0.7798421012883613,-2.2262710027906993,1.1099737219642751,0.19078484524467682
sample_007,0.20662320505947473,-0.6144552846268199,-1.264804175063017,1.0302882449042,-1.9034651017176611,0.8898415698595792,0.4499040284708575,-0.10276071237130896,-1.4395469463451898,-0.5726037095579855,0.25849275860460624,-1.3943660439307406,0.4924073587385141,0.013023194219504439,0.19534865944866242,0.5357864325716063,0.9563425076952019,-1.2780638091366818,1.1161617867792244,-0.6443258274148015,-1.3272596946697306,0.2680874932178613,0.14851517479875867,0.23603146014084486,-0.47163270241689453,-3.61506013772216,0.03372635973631871,-1.0059660486720414,-2.5611657544753297,0.22100149932790625,-1.3308118756133442,1.6355544595473959,-0.9688608927049037,0.12234900797814376,0.3541480118944075,0.23631210990393964,-0.9676851353044534,1.4026962008975097,0.167843704260951,0.08470639693919048,-0.5635529905248093,-0.553162995615526,-1.1038387924294735,-1.1052640878500433,0.6443160731488038,-0.9275685649114135,-1.2179415523422326,-0.25204598871395967,2.4477149976570827,-1.028119767281523
sample_008,-0.7066892453633714,-0.2526946606613067,0.327401347746492,0.08379565869104279,-1.2232745514182206,-0.8631747023352162,0.46441372917298895,-1.6331083134383222,-0.0429551421827062,1.2616140824972812,0.6522729085099673,-0.5595785219966916,-0.9713084069172899,-1.2820308577589723,-0.8264096434183218,1.2412875508646168,-1.289973650259322,-0.670580792013847,0.6601447274810218,0.8815472334592033,-1.9251198229595792,1.0631910338355663,0.3446194037846264,0.07119255552050735,0.4329964258178154,1.2632017437977463,1.16187561671725,-0.07274368519963793,0.6590399781182295,-1.5844378130205767,-0.3802243364667014,0.20702378649517483,-0.831182713561623,0.5362163931830473,-1.228381055924192,-0.08875962954572349,1.252228101472658,-0.3694841835286799,0.9772053713965835,0.2431732074822756,-0.31960505176960513,0.2013041798107867,-1.1823822462948557,-0.45504956500609983,0.5442568994146394,-0.8817910518109786,-0.9054277750740916,-2.6108829855727906,1.232243390340973,2.0404741197646157
sample_009,1.107532810964821,0.38944149977147885,0.34026024000707517,-0.4583014146086555,-0.23509078249226656,-1.2918274019483194,-0.2715918027148327,-0.20207610521400612,-0.26213880795817557,0.36256369794435045,-0.7200114519541843,-0.7826188403772801,-1.3613032012065105,-1.0642880324235628,0.9461821831459487,0.6860136006200556,1.2696925857505523,-0.1893405029675797,-0.7107522396707738,-0.1939708421743105,-0.2895404998871195,-0.3799560409954428,0.6917717236466129,-0.6509037304664522,0.9112658138341723,1.2900353421961366,1.926549071208364,-0.3461198644839987,-0.0132038325650359,-0.0005203723817420068,-0.2688783593195504,0.06767797525928854,-0.288950424819091,1.2257766387543856,-1.8885496598314846,-1.088196216375824,0.3157530707632081,-0.3858375954315862,1.2595785197712233,0.4339191957745488,0.35741622901762854,0.04582724717407554,-0.22686286866775954,-0.533748502058668,-0.3466343047926251,0.835276506005572,0.008369480716714537,-1.5332601961314314,-0.1337441006132568,-0.38070415286962933
sample_010,-0.35542912382311725,0.02617153827991851,-1.262414168807568,-0.7257234947802034,-1.0867695227850316,-1.617208694877125,0.9130355945429522,-2.2267969218192705,-0.637732469508167,-0.00885303185908426,0.5192714962467389,1.191800370667704,1.4226062802956754,-0.4108928828589616,1.0181740467655673,-0.965940185370672,0.10798185746696658,-1.4493177186734663,-0.38735891430766084,-0.8192796708367811,-0.22492307661782746,-1.0963693759027084,0.5508551352408968,1.6715672984450403,-0.18993896223239895,1.105908515868003,-0.36709760919871093,-0.6445600899750304,-0.10120299582224412,-0.1868086446332737,0.15260377798759647,-0.966258727204599,-1.7450984591197831,1.553670883494705,0.5819928363663761,0.3168888840517221,-0.007393171471132465,0.31512482019947363,-1.1691334720579647,-0.14991282741075673,-1.9116012419043098,-0.6290564930454196,-0.2789251929696303,-0.3645833475502072,0.6001395053746014,0.7350328499846188,0.006596598989686568,0.10004711888210994,0.9020989237129402,-0.035295852738068956
sample_011,0.20921443698428202,-0.4352369562084243,1.2875954307853614,0.45622328774700815,-0.8934968618768072,0.5901771961354755,0.6493813544551775,1.0972201978185552,-1.7075311864603862,1.5702095516430679,0.41682671862122245,0.25850446249953335,1.6880049034014375,-1.4274650098817794,1.473789847449136,-2.5214716532295993,-0.3415664112763731,-0.16117073072535962,1.057133480903577,-0.661701666847061,1.206702942359553,-0.8298962390391866,1.4757281944411509,-0.2592870675415765,-0.3211395972620403,0.8420852609645803,-0.4161407369171956,-0.47316888225400444,-1.0471239613562846,-1.5173838149713674,-0.4103048092340883,-0.1480710733962059,0.9342263173552072,0.19792108021438182,0.4978195802999745,1.5144252063474875,-1.1856246275914841,-0.12103576282862376,-0.36245689508047885,0.7252544544440979,0.7252286952560824,-0.9710989914230009,0.7180662412485258,0.6063673572945462,-0.6788072189274326,-0.715646880093512,-0.002034311352121281,0.38473501565315193,-2.9035391514469624,1.104407158569747
sample_012,-0.08381052714621687,-0.09909365092345664,1.196558262011237,0.634985315427071,-0.0359051911954137,0.6452826805540325,0.7033795848449008,-0.20584197420087422,-0.4587881318194199,-0.35866406282983193,1.062778068815457,0.29533660753368735,1.7757598295676666,0.21019680603401308,-0.25254049710470805,0.2284351210994027,-0.37597127231486804,0.3251365421347613,0.5660733059436417,1.5588136350987243,-1.5464448563089228,0.6817677539957391,0.9075934420386073,1.233243331323317,0.9140455433488773,0.3675167239607953,0.03643798469495213,1.0699483195827602,-0.4565440900036621,-0.5729772592272417,0.17256394389976648,-1.2798030302589503,1.0930474638311503,1.2581485250305853,-0.32356320318996484,-0.5088031469970697,-0.9035603392738937,0.7902637081730186,0.6426822051608627,-0.015237656375084159,0.3441188521088648,-0.5013173229898823,0.9513293583870471,-0.09737371226295283,-0.5295587326275786,-0.02327736952226036,0.39405017388240243,0.3407936444556165,0.26332354074192615,1.0452400503785868
sample_013,0.6365480149682646,-0.20545956881582983,-1.7259773690100242,0.7628631768014736,0.6619504520636458,1.737225034846743,-0.45191732548528546,1.004222327195097,0.6604024954464802,-2.4055982050908575,-0.700398092031037,0.7616861696664444,1.9897090975245537,0.8235194355262793,1.6687973932688591,-0.4352282516586139,-0.8331149944454573,-0.8883671451917986,1.2637809589853708,-0.11834611047451733,2.1994273371999897,0.3005441663184751,-2.692167141788321,-1.498739684106134,0.5698257579531584,0.0483621421239166,-1.2123488959497652,0.04181204546338222,-1.4563084996290283,0.5325755017950315,0.014981979722525176,1.0932239484541306,-0.43016413351485355,-0.1345019232871762,-1.391849682765293,1.1858658758879244,-0.12668518393694422,0.3146117374896869,0.572225025800278,1.501502013654913,-1.161332496642631,-0.6180280581488165,-0.06763789403708984,-0.6255339453784862,0.7296565815020772,-1.1116505655652478,-0.7984261532214574,-0.5607561320481208,-0.6528314345621326,2.0178225495619557
sample_014,-0.7622833769929095,-0.2878510403378942,-0.9906423267124833,-0.006399479780920968,-0.2409645618903167,-1.08760924698023,0.822596001291774,-1.2400952697130634,-1.4013843289350942,-0.04828555638887494,-0.09132696962670758,-0.9456087345898453,0.2654967497939703,-0.8043841801725766,-0.652372640579421,1.0157605485066217,0.7833616095865776,-0.4353868502791778,-0.2127748949990797,1.1608520213508464,0.917754515956093,-0.9831854350549467,-0.4113373129468316,2.131419888375145,-0.3629721904686499,0.5058415430463723,-0.16133998876096,-0.2759799271173646,-0.9586771692857393,1.4793530587671533,0.4309705997905006,1.4460168351554805,-0.018914274605596547,-1.210500844585401,0.5145033537931378,0.4066935841572598,0.3511689585023773,-0.7140180469795285,-1.979683328953418,-0.7631372448896133,0.5307308516337423,0.5559529412063443,0.9103044003947096,-0.4210958205224522,1.4087807844866063,0.755394641757748,1.0409772917210967,-0.2600465443067435,0.866175922391847,0.2603301368900585
sample_015,0.3005375675212474,-0.9685167907242519,1.1887922676399243,0.5417951492152121,1.0327507752016616,0.9786354608795089,-1.5831707029269373,-0.680886055574027,-1.4139906386295333,0.6563767736014584,0.9117962301522405,-1.2589553389628565,0.616789901255464,0.5113244489119849,-0.8383805562195652,0.25619709599505336,-0.1451745612483862,-1.2261816805845598,1.1903951679660094,-1.8841344960284416,-1.4048196207898143,1.2004896701170058,0.6679671313288059,0.06094718828623143,0.38037819834858133,-0.9183940515536413,-1.4269902790428777,0.48444074242978014,-0.4142512069977215,-0.824402723927796,1.0573525002024693,-0.6140746963757616,0.5522617137489736,1.4594655753005374,-0.19194707522508744,2.2075673258775725,1.304699197318594,1.716757730674669,-0.44296033799980994,1.0597360687588455,0.735117808856225,0.04037812759843001,-0.44006958572825483,1.9819910308769741,-0.6208284963598673,1.3276079094086168,-0.7083454156745105,0.22108431949129154,0.08904501708594717,0.498535653180727
